6,0,9,3,1,1,4,2,1,6,5,0,0,1,0,3,6,0,2,0,2,6,7,0,15,6,4,5,0,0,9,7,0,0,8,8,3,0,7,4,1,2,5,0,0,4,5,0,2,3,6,8,11,0,5,0,0,3,0,2,2,1,6,0,3,2,0,8,3,0,1,3,11,4,1,17,3,6,3,1,0,6,3,0,12,8,1,0,6,0,0,6,3,2,0,5,0,5,1,11

